测量里程,中线北坐标X,中线东坐标Y,中线高程H
805497,3790294.452,482012.356,40.9019
805498,3790293.462,482012.2153,40.899
805499,3790292.472,482012.0745,40.896
805500,3790291.482,482011.9336,40.893
805501,3790290.492,482011.7927,40.8906
805502,3790289.502,482011.6516,40.8893
805503,3790288.512,482011.5106,40.8865
805504,3790287.522,482011.3694,40.8837
805505,3790286.532,482011.2282,40.8809
805506,3790285.542,482011.087,40.8781
805507,3790284.552,482010.9456,40.8751
805508,3790283.562,482010.8033,40.8719
805509,3790282.573,482010.6609,40.8691
805510,3790281.583,482010.5191,40.8665
805511,3790280.593,482010.3776,40.8639
805512,3790279.603,482010.2358,40.8613
805513,3790278.613,482010.0941,40.859
805514,3790277.623,482009.9517,40.8568
805515,3790276.633,482009.8097,40.855
805515.1054,3790276.529,482009.7947,40.8547
805516,3790275.643,482009.668,40.8516
805517,3790274.654,482009.5262,40.8484
805518,3790273.664,482009.3845,40.8455
805519,3790272.674,482009.2426,40.8433
805520,3790271.684,482009.1006,40.8411
805521,3790270.694,482008.9581,40.839
805522,3790269.704,482008.8156,40.8365
805523,3790268.715,482008.6733,40.8335
805524,3790267.725,482008.5312,40.8309
805525,3790266.735,482008.3892,40.8283
805526,3790265.745,482008.2471,40.8264
805527,3790264.755,482008.1051,40.8238
805528,3790263.765,482007.963,40.8209
805529,3790262.775,482007.8208,40.8184
805530,3790261.786,482007.6787,40.816
805531,3790260.796,482007.5367,40.8137
805532,3790259.806,482007.3948,40.8107
805533,3790258.816,482007.2524,40.8076
805534,3790257.826,482007.11,40.8045
805535,3790256.836,482006.9681,40.8014
805536,3790255.846,482006.8259,40.7983
805537,3790254.857,482006.6837,40.7953
805538,3790253.867,482006.5416,40.7922
805539,3790252.877,482006.3997,40.7892
805540,3790251.887,482006.2576,40.7863
805541,3790250.897,482006.1155,40.7838
805542,3790249.907,482005.9735,40.7811
805543,3790248.917,482005.8314,40.7783
805544,3790247.928,482005.6894,40.7755
805545,3790246.938,482005.5473,40.7728
805546,3790245.948,482005.4052,40.77
805547,3790244.958,482005.2629,40.7672
805548,3790243.968,482005.1203,40.7645
805549,3790242.978,482004.9777,40.7617
805550,3790241.989,482004.8362,40.7592
805551,3790240.999,482004.6954,40.7568
805552,3790240.008,482004.5546,40.7549
805553,3790239.019,482004.4133,40.7531
805554,3790238.029,482004.2702,40.7501
805555,3790237.039,482004.1272,40.7475
805556,3790236.049,482003.9847,40.745
805557,3790235.059,482003.8422,40.7424
805558,3790234.07,482003.6997,40.7403
805559,3790233.08,482003.5574,40.7382
805560,3790232.09,482003.4155,40.7341
805561,3790231.1,482003.2737,40.7319
805562,3790230.11,482003.1316,40.7296
805563,3790229.12,482002.989,40.7274
805564,3790228.131,482002.8466,40.7252
805565,3790227.141,482002.7043,40.7229
805566,3790226.151,482002.5619,40.7206
805567,3790225.161,482002.4192,40.718
805568,3790224.171,482002.2765,40.7151
805569,3790223.182,482002.135,40.7122
805570,3790222.192,482001.9934,40.7093
805571,3790221.202,482001.851,40.7064
805572,3790220.212,482001.7086,40.7036
805573,3790219.222,482001.5661,40.7007
805574,3790218.232,482001.4237,40.6978
805574.77,3790217.47,482001.3141,40.6958
805575,3790217.243,482001.2814,40.6952
805576,3790216.253,482001.1393,40.693
805577,3790215.263,482000.9972,40.691
805578,3790214.273,482000.8552,40.689
805579,3790213.283,482000.7131,40.687
805580,3790212.293,482000.571,40.685
805581,3790211.303,482000.429,40.683
805582,3790210.314,482000.2869,40.681
805583,3790209.324,482000.1448,40.679
805584,3790208.334,482000.0028,40.677
805585,3790207.344,481999.8607,40.6751
805586,3790206.354,481999.7186,40.6731
805587,3790205.364,481999.5765,40.6711
805588,3790204.374,481999.4345,40.6692
805589,3790203.385,481999.2924,40.6672
805590,3790202.395,481999.1503,40.6652
805591,3790201.405,481999.0083,40.6633
805592,3790200.415,481998.8662,40.6613
805593,3790199.425,481998.7241,40.6596
805594,3790198.435,481998.582,40.6583
805595,3790197.445,481998.44,40.6569
805596,3790196.456,481998.2979,40.6555
805597,3790195.466,481998.1558,40.6542
805598,3790194.476,481998.0143,40.6528
805599,3790193.486,481997.8729,40.6515
805600,3790192.496,481997.7315,40.6501
805601,3790191.506,481997.5901,40.6487
805602,3790190.516,481997.4486,40.6474
805603,3790189.526,481997.3072,40.646
805604,3790188.536,481997.1656,40.6446
805605,3790187.546,481997.0232,40.6433
805606,3790186.556,481996.8808,40.6419
805607,3790185.567,481996.7384,40.6406
805608,3790184.577,481996.596,40.6394
805609,3790183.587,481996.4536,40.6383
805610,3790182.597,481996.3112,40.6372
805611,3790181.607,481996.1688,40.6361
805612,3790180.618,481996.0263,40.635
805613,3790179.628,481995.8839,40.6339
805614,3790178.638,481995.7415,40.6328
805615,3790177.648,481995.5991,40.6317
805616,3790176.658,481995.4567,40.6306
805617,3790175.669,481995.3143,40.6295
805618,3790174.679,481995.1719,40.6284
805619,3790173.689,481995.0294,40.6273
805620,3790172.699,481994.887,40.6262
805621,3790171.709,481994.7446,40.6251
805622,3790170.719,481994.6029,40.624
805623,3790169.73,481994.4616,40.6228
805624,3790168.74,481994.3202,40.6217
805625,3790167.75,481994.1789,40.6206
805626,3790166.76,481994.0376,40.6195
805627,3790165.77,481993.8962,40.6184
805628,3790164.78,481993.7542,40.6168
805629,3790163.79,481993.6111,40.6149
805630,3790162.8,481993.4679,40.613
805631,3790161.811,481993.3251,40.6111
805632,3790160.821,481993.1831,40.6091
805633,3790159.831,481993.041,40.6072
805634,3790158.841,481992.899,40.6053
805634.2344,3790158.609,481992.8657,40.605
805635,3790157.851,481992.7569,40.6042
805636,3790156.861,481992.6149,40.6031
805637,3790155.871,481992.4729,40.602
805638,3790154.882,481992.3308,40.6009
805639,3790153.892,481992.1888,40.5998
805640,3790152.902,481992.0467,40.5988
805641,3790151.912,481991.9047,40.5977
805642,3790150.922,481991.7627,40.5966
805643,3790149.932,481991.6206,40.5955
805644,3790148.942,481991.4786,40.5944
805645,3790147.953,481991.3365,40.5933
805646,3790146.963,481991.1945,40.5923
805647,3790145.973,481991.0525,40.5912
805648,3790144.983,481990.9107,40.5905
805649,3790143.993,481990.7683,40.5894
805650,3790143.003,481990.626,40.5882
805651,3790142.014,481990.4838,40.5873
805652,3790141.024,481990.3417,40.5859
805653,3790140.034,481990.2,40.5845
805654,3790139.044,481990.0582,40.5828
805655,3790138.054,481989.9157,40.5818
805656,3790137.064,481989.773,40.5801
805657,3790136.074,481989.6305,40.5796
805658,3790135.085,481989.4884,40.579
805659,3790134.095,481989.3464,40.5783
805660,3790133.105,481989.2042,40.5774
805661,3790132.115,481989.0619,40.5765
805662,3790131.125,481988.9193,40.5756
805663,3790130.135,481988.7774,40.5746
805664,3790129.146,481988.6359,40.5736
805665,3790128.156,481988.4943,40.5725
805666,3790127.166,481988.3521,40.5716
805667,3790126.176,481988.2099,40.5708
805668,3790125.186,481988.0678,40.5696
805669,3790124.196,481987.926,40.5681
805670,3790123.206,481987.7839,40.5673
805671,3790122.216,481987.6417,40.5664
805672,3790121.227,481987.4996,40.5655
805673,3790120.237,481987.3572,40.565
805674,3790119.247,481987.2151,40.5639
805675,3790118.257,481987.0729,40.5626
805676,3790117.267,481986.9309,40.5613
805677,3790116.277,481986.7892,40.56
805678,3790115.287,481986.6472,40.5586
805679,3790114.298,481986.5051,40.5576
805680,3790113.308,481986.3632,40.5572
805681,3790112.318,481986.2215,40.5571
805682,3790111.328,481986.0793,40.5562
805683,3790110.338,481985.9369,40.5553
805684,3790109.348,481985.7949,40.5538
805685,3790108.358,481985.6529,40.5522
805686,3790107.369,481985.5103,40.5508
805687,3790106.379,481985.3679,40.5497
805688,3790105.389,481985.226,40.5486
805689,3790104.399,481985.084,40.5476
805690,3790103.409,481984.9419,40.5461
805691,3790102.419,481984.7996,40.5451
805692,3790101.43,481984.6566,40.5441
805693,3790100.44,481984.5139,40.5433
805694,3790099.45,481984.3714,40.5425
805694.1551,3790099.297,481984.3493,40.5424
805695,3790098.46,481984.2292,40.5417
805696,3790097.47,481984.0878,40.5409
805697,3790096.48,481983.9462,40.5401
805698,3790095.491,481983.8042,40.5393
805699,3790094.501,481983.6621,40.5385
805700,3790093.511,481983.5198,40.5377
805701,3790092.521,481983.3775,40.5368
805702,3790091.531,481983.2355,40.536
805703,3790090.541,481983.0937,40.5351
805704,3790089.551,481982.9519,40.5343
805705,3790088.562,481982.81,40.5334
805706,3790087.572,481982.6679,40.5326
805707,3790086.582,481982.5259,40.5317
805708,3790085.592,481982.3838,40.5309
805709,3790084.602,481982.2417,40.53
805710,3790083.612,481982.0996,40.5292
805711,3790082.622,481981.9575,40.5283
805712,3790081.633,481981.8154,40.5275
805713,3790080.643,481981.6733,40.5266
805714,3790079.653,481981.5313,40.5257
805715,3790078.663,481981.3892,40.5249
805716,3790077.673,481981.2465,40.524
805717,3790076.684,481981.1035,40.5232
805718,3790075.694,481980.9618,40.5223
805719,3790074.704,481980.82,40.5214
805720,3790073.714,481980.6783,40.5206
805721,3790072.724,481980.5364,40.5197
805722,3790071.734,481980.3946,40.5188
805723,3790070.744,481980.2527,40.5179
805724,3790069.754,481980.1109,40.5171
805725,3790068.764,481979.9691,40.5162
805726,3790067.774,481979.8273,40.5153
805727,3790066.785,481979.6855,40.5144
805728,3790065.795,481979.5437,40.5136
805729,3790064.805,481979.4019,40.5129
805730,3790063.815,481979.2599,40.5132
805731,3790062.825,481979.1167,40.5135
805732,3790061.836,481978.9732,40.5113
805733,3790060.846,481978.8301,40.5096
805734,3790059.856,481978.6891,40.5087
805735,3790058.866,481978.5471,40.508
805736,3790057.876,481978.4052,40.507
805737,3790056.886,481978.2632,40.5055
805738,3790055.896,481978.1213,40.504
805739,3790054.906,481977.9793,40.5028
805740,3790053.917,481977.8374,40.5015
805741,3790052.927,481977.6954,40.5003
805742,3790051.937,481977.5535,40.4992
805743,3790050.947,481977.4116,40.4982
805744,3790049.957,481977.2695,40.4972
805745,3790048.967,481977.127,40.4962
805746,3790047.978,481976.9845,40.4952
805747,3790046.988,481976.842,40.4939
805748,3790045.998,481976.6995,40.4925
805749,3790045.008,481976.557,40.491
805750,3790044.018,481976.4144,40.4896
805751,3790043.029,481976.2719,40.4881
805752,3790042.039,481976.1294,40.4867
805753,3790041.049,481975.9869,40.4858
805754,3790040.059,481975.8444,40.486
805754.4474,3790039.616,481975.7806,40.4861
805755,3790039.069,481975.7023,40.4862
805756,3790038.079,481975.5606,40.486
805757,3790037.089,481975.4189,40.4855
805758,3790036.1,481975.2772,40.485
805759,3790035.11,481975.1356,40.4846
805760,3790034.12,481974.9939,40.4841
805761,3790033.13,481974.8522,40.4836
805762,3790032.14,481974.7106,40.4831
805763,3790031.15,481974.5689,40.4825
805764,3790030.16,481974.4272,40.4818
805765,3790029.17,481974.2856,40.481
805766,3790028.18,481974.1439,40.4802
805767,3790027.19,481974.0019,40.4792
805768,3790026.201,481973.8596,40.4782
805769,3790025.211,481973.7173,40.4772
805770,3790024.221,481973.575,40.4761
805771,3790023.231,481973.4322,40.4751
805772,3790022.241,481973.2895,40.4741
805773,3790021.252,481973.1472,40.4731
805774,3790020.262,481973.0049,40.4721
805775,3790019.272,481972.8626,40.4711
805776,3790018.282,481972.7203,40.4701
805777,3790017.292,481972.578,40.4691
805778,3790016.302,481972.4357,40.4681
805779,3790015.313,481972.2934,40.4671
805780,3790014.323,481972.1511,40.4661
805781,3790013.333,481972.0088,40.4651
805782,3790012.343,481971.8665,40.4641
805783,3790011.353,481971.7242,40.463
805784,3790010.364,481971.5819,40.462
805785,3790009.374,481971.4396,40.461
805786,3790008.384,481971.2973,40.4601
805787,3790007.394,481971.155,40.4591
805788,3790006.404,481971.0127,40.4581
805789,3790005.414,481970.8704,40.4572
805790,3790004.425,481970.7281,40.4562
805791,3790003.435,481970.5858,40.4553
805792,3790002.445,481970.4435,40.4543
805793,3790001.455,481970.3012,40.4534
805794,3790000.465,481970.1589,40.4524
805795,3789999.475,481970.0166,40.4514
805796,3789998.486,481969.8743,40.4505
805797,3789997.496,481969.732,40.4495
805798,3789996.506,481969.59,40.4487
805799,3789995.516,481969.4479,40.4482
805800,3789994.526,481969.3057,40.448
805801,3789993.536,481969.1632,40.4477
805802,3789992.547,481969.0212,40.4471
805803,3789991.557,481968.8797,40.4468
805804,3789990.567,481968.7382,40.4456
805805,3789989.577,481968.5962,40.4447
805806,3789988.587,481968.4542,40.4445
805807,3789987.597,481968.312,40.4444
805808,3789986.607,481968.1701,40.4441
805809,3789985.617,481968.0277,40.4437
805810,3789984.628,481967.8856,40.4433
805811,3789983.638,481967.7438,40.4426
805812,3789982.648,481967.6017,40.4419
805813,3789981.658,481967.4596,40.4412
805814,3789980.668,481967.3175,40.4406
805815,3789979.678,481967.1756,40.4398
805816,3789978.688,481967.0338,40.4391
805817,3789977.699,481966.8917,40.4384
805818,3789976.709,481966.7496,40.4377
805819,3789975.719,481966.6076,40.4371
805820,3789974.729,481966.4656,40.4362
805821,3789973.739,481966.3232,40.436
805822,3789972.749,481966.1816,40.4351
805823,3789971.759,481966.0397,40.4338
805824,3789970.77,481965.8972,40.4333
805825,3789969.78,481965.7549,40.433
805826,3789968.79,481965.6128,40.4325
805827,3789967.8,481965.4707,40.4317
805828,3789966.81,481965.3285,40.4313
805829,3789965.82,481965.1862,40.4307
805830,3789964.831,481965.0435,40.4301
805831,3789963.841,481964.9017,40.4291
805832,3789962.851,481964.7603,40.428
805833,3789961.861,481964.6181,40.427
805834,3789960.871,481964.4758,40.4263
805835,3789959.881,481964.3336,40.4257
805836,3789958.891,481964.1913,40.4251
805837,3789957.902,481964.0492,40.4245
805838,3789956.912,481963.908,40.424
805839,3789955.922,481963.7659,40.4235
805840,3789954.932,481963.6236,40.4228
805841,3789953.942,481963.4812,40.422
805842,3789952.952,481963.339,40.4213
805843,3789951.962,481963.1969,40.4206
805844,3789950.972,481963.0553,40.4199
805845,3789949.983,481962.9123,40.4191
805846,3789948.993,481962.7694,40.4184
805847,3789948.003,481962.6272,40.4177
805848,3789947.013,481962.4851,40.417
805849,3789946.023,481962.343,40.416
805850,3789945.034,481962.2009,40.415
805851,3789944.044,481962.0588,40.414
805852,3789943.054,481961.9166,40.4129
805853,3789942.064,481961.7745,40.4124
805854,3789941.074,481961.6324,40.4123
805855,3789940.084,481961.4903,40.4122
805856,3789939.095,481961.3482,40.4118
805857,3789938.105,481961.2061,40.4113
805858,3789937.115,481961.064,40.4107
805859,3789936.125,481960.9219,40.4102
805860,3789935.135,481960.7798,40.4097
805861,3789934.145,481960.6376,40.4091
805862,3789933.155,481960.495,40.4086
805863,3789932.166,481960.3524,40.4081
805864,3789931.176,481960.2109,40.4069
805864.323,3789930.856,481960.1652,40.4065
805865,3789930.186,481960.0692,40.406
805866,3789929.196,481959.927,40.4054
805867,3789928.206,481959.7847,40.4048
805868,3789927.216,481959.6424,40.4042
805869,3789926.227,481959.5001,40.4036
805870,3789925.237,481959.3578,40.403
805871,3789924.247,481959.2157,40.4023
805872,3789923.257,481959.074,40.4014
805873,3789922.267,481958.9324,40.4005
805874,3789921.277,481958.7908,40.3996
805875,3789920.287,481958.6489,40.3987
805876,3789919.298,481958.5059,40.3978
805877,3789918.308,481958.3637,40.397
805878,3789917.318,481958.2217,40.3962
805879,3789916.328,481958.0796,40.3955
805880,3789915.338,481957.9372,40.3948
805881,3789914.348,481957.7948,40.3941
805882,3789913.359,481957.6524,40.3934
805883,3789912.369,481957.51,40.3927
805884,3789911.379,481957.3676,40.392
805885,3789910.389,481957.2255,40.3913
805886,3789909.399,481957.0835,40.3906
805887,3789908.409,481956.9415,40.3899
805888,3789907.419,481956.7995,40.3891
805889,3789906.43,481956.6575,40.3884
805890,3789905.44,481956.5155,40.3877
805891,3789904.45,481956.3736,40.387
805892,3789903.46,481956.2316,40.3863
805893,3789902.47,481956.0891,40.3856
805894,3789901.48,481955.9464,40.3849
805895,3789900.491,481955.8036,40.3842
805896,3789899.501,481955.662,40.3837
805897,3789898.511,481955.521,40.3833
805898,3789897.521,481955.3794,40.3829
805899,3789896.531,481955.2376,40.3825
805900,3789895.541,481955.096,40.3821
805901,3789894.551,481954.9543,40.3817
805902,3789893.561,481954.8126,40.3813
805903,3789892.571,481954.6707,40.3809
805904,3789891.581,481954.5284,40.3805
805905,3789890.592,481954.3861,40.3801
805906,3789889.602,481954.2438,40.3797
805907,3789888.612,481954.1015,40.3793
805908,3789887.622,481953.9592,40.3789
805909,3789886.632,481953.8169,40.3783
805910,3789885.643,481953.6746,40.3776
805911,3789884.653,481953.5322,40.3769
805912,3789883.663,481953.3899,40.3762
805913,3789882.673,481953.2476,40.3755
805914,3789881.683,481953.1053,40.3749
805915,3789880.693,481952.963,40.3742
805916,3789879.704,481952.8207,40.3735
805917,3789878.714,481952.6784,40.3728
805918,3789877.724,481952.5361,40.3721
805918.794,3789876.938,481952.4233,40.3715
805919,3789876.734,481952.3941,40.3714
805920,3789875.744,481952.2519,40.371
805921,3789874.754,481952.1097,40.3703
805922,3789873.764,481951.9681,40.3695
805923,3789872.775,481951.8262,40.3688
805924,3789871.785,481951.6836,40.3683
805925,3789870.795,481951.5414,40.3679
805926,3789869.805,481951.3989,40.3676
805927,3789868.815,481951.2571,40.367
805928,3789867.825,481951.1153,40.3662
805929,3789866.836,481950.9732,40.3653
805930,3789865.846,481950.8306,40.365
805931,3789864.856,481950.6884,40.3648
805932,3789863.866,481950.5466,40.3648
805933,3789862.876,481950.4048,40.3645
805934,3789861.886,481950.2625,40.3642
805935,3789860.897,481950.12,40.3632
805936,3789859.907,481949.9779,40.3624
805937,3789858.917,481949.8358,40.3617
805938,3789857.927,481949.6931,40.3617
805939,3789856.937,481949.5505,40.361
805940,3789855.947,481949.4084,40.3603
805941,3789854.958,481949.2666,40.3598
805942,3789853.968,481949.1248,40.3591
805943,3789852.978,481948.9825,40.3585
805944,3789851.988,481948.84,40.3578
805945,3789850.998,481948.6976,40.3572
805946,3789850.008,481948.5554,40.3569
805947,3789849.019,481948.4129,40.3562
805948,3789848.029,481948.2707,40.3556
805949,3789847.039,481948.1285,40.3549
805950,3789846.049,481947.9863,40.3543
805951,3789845.059,481947.8442,40.3534
805952,3789844.069,481947.7021,40.3532
805953,3789843.079,481947.5601,40.3524
805954,3789842.09,481947.418,40.3511
805955,3789841.1,481947.276,40.3497
805956,3789840.11,481947.1336,40.3483
805957,3789839.12,481946.991,40.3473
805958,3789838.13,481946.8488,40.3471
805959,3789837.14,481946.7069,40.3467
805960,3789836.151,481946.565,40.3464
805961,3789835.161,481946.423,40.3458
805962,3789834.171,481946.2811,40.345
805963,3789833.181,481946.1392,40.3442
805964,3789832.191,481945.9971,40.3427
805965,3789831.201,481945.8549,40.3414
805966,3789830.211,481945.7127,40.3402
805967,3789829.222,481945.5705,40.34
805968,3789828.232,481945.4283,40.3399
805969,3789827.242,481945.2861,40.3393
805970,3789826.252,481945.1439,40.3386
805971,3789825.262,481945.0011,40.3382
805972,3789824.273,481944.8587,40.3378
805973,3789823.283,481944.7167,40.3374
805974,3789822.293,481944.5747,40.337
805975,3789821.303,481944.4326,40.3366
805976,3789820.313,481944.2906,40.3361
805977,3789819.323,481944.1486,40.3356
805978,3789818.333,481944.0066,40.3349
805979,3789817.343,481943.8646,40.3344
805980,3789816.354,481943.7226,40.3338
805981,3789815.364,481943.5806,40.3331
805982,3789814.374,481943.4384,40.3323
805983,3789813.384,481943.2963,40.332
805984,3789812.394,481943.1541,40.3315
805985,3789811.404,481943.0119,40.331
805986,3789810.415,481942.8697,40.3303
805987,3789809.425,481942.7275,40.3296
805988,3789808.435,481942.5853,40.3287
805989,3789807.445,481942.4431,40.3278
805990,3789806.455,481942.301,40.3267
805991,3789805.465,481942.1588,40.3258
805992,3789804.475,481942.0166,40.3249
805993,3789803.486,481941.8744,40.3242
805994,3789802.496,481941.7322,40.3239
805995,3789801.506,481941.59,40.3234
805996,3789800.516,481941.4479,40.3229
805997,3789799.526,481941.306,40.3222
805998,3789798.536,481941.1641,40.3217
805999,3789797.546,481941.0221,40.3213
806000,3789796.557,481940.8802,40.3207
806001,3789795.567,481940.7383,40.3201
806002,3789794.577,481940.5964,40.3193
806003,3789793.587,481940.4545,40.3186
806004,3789792.597,481940.3131,40.3184
806005,3789791.607,481940.1711,40.3181
806006,3789790.617,481940.0292,40.3176
806007,3789789.627,481939.8869,40.3171
806008,3789788.638,481939.7447,40.3165
806009,3789787.648,481939.6024,40.3159
806010,3789786.658,481939.4601,40.3153
806011,3789785.668,481939.3178,40.3147
806012,3789784.678,481939.1756,40.3141
806013,3789783.688,481939.0333,40.3135
806014,3789782.699,481938.891,40.3128
806015,3789781.709,481938.7487,40.312
806016,3789780.719,481938.6064,40.3111
806017,3789779.729,481938.4642,40.3101
806018,3789778.739,481938.3219,40.309
806019,3789777.749,481938.1796,40.3085
806020,3789776.76,481938.0373,40.3076
806021,3789775.77,481937.895,40.306
806022,3789774.78,481937.753,40.3042
806023,3789773.79,481937.611,40.3019
806024,3789772.8,481937.4689,40.2996
806025,3789771.81,481937.3269,40.2971
806026,3789770.821,481937.1849,40.2946
806027,3789769.831,481937.0428,40.2932
806028,3789768.841,481936.9012,40.2921
806029,3789767.851,481936.7593,40.2912
806030,3789766.861,481936.6168,40.2906
806031,3789765.871,481936.4743,40.2899
806032,3789764.881,481936.332,40.289
806033,3789763.892,481936.1895,40.2886
806034,3789762.902,481936.0465,40.2882
806035,3789761.912,481935.9046,40.288
806036,3789760.922,481935.7626,40.2876
806037,3789759.932,481935.6207,40.2874
806038,3789758.943,481935.4782,40.2877
806038.105,3789758.839,481935.4632,40.2877
806039,3789757.953,481935.3355,40.2881
806040,3789756.963,481935.1924,40.2888
806041,3789755.973,481935.0505,40.2888
806042,3789754.983,481934.9088,40.2878
806043,3789753.993,481934.7664,40.2867
806044,3789753.004,481934.624,40.2855
806045,3789752.014,481934.4816,40.2846
806046,3789751.024,481934.3393,40.2842
806047,3789750.034,481934.1973,40.2837
806048,3789749.044,481934.0552,40.2834
806049,3789748.054,481933.9131,40.2833
806050,3789747.065,481933.771,40.2833
806051,3789746.075,481933.6289,40.2831
806052,3789745.085,481933.4869,40.2828
806053,3789744.095,481933.3449,40.2823
806054,3789743.105,481933.2028,40.2817
806055,3789742.115,481933.0603,40.2811
806056,3789741.126,481932.9181,40.2804
806057,3789740.136,481932.7763,40.2797
806058,3789739.146,481932.634,40.2789
806059,3789738.156,481932.4917,40.2785
806060,3789737.166,481932.3494,40.2782
806061,3789736.176,481932.2071,40.2778
806062,3789735.186,481932.0648,40.2774
806063,3789734.197,481931.9224,40.2768
806064,3789733.207,481931.7801,40.2764
806065,3789732.217,481931.6375,40.276
806066,3789731.227,481931.4949,40.2755
806067,3789730.237,481931.3526,40.275
806068,3789729.248,481931.2105,40.2745
806069,3789728.258,481931.0684,40.2739
806070,3789727.268,481930.9263,40.2734
806071,3789726.278,481930.7842,40.2725
806072,3789725.288,481930.6419,40.2714
806073,3789724.298,481930.4996,40.2703
806074,3789723.309,481930.3573,40.2696
806075,3789722.319,481930.2149,40.2687
806076,3789721.329,481930.0726,40.2677
806077,3789720.339,481929.9302,40.2668
806078,3789719.349,481929.7879,40.2659
806079,3789718.36,481929.6455,40.2649
806080,3789717.37,481929.5032,40.264
806081,3789716.38,481929.3604,40.2631
806082,3789715.39,481929.2176,40.2622
806083,3789714.4,481929.0749,40.2612
806084,3789713.411,481928.9321,40.2603
806085,3789712.421,481928.7893,40.2594
806086,3789711.431,481928.6472,40.2584
806087,3789710.441,481928.5042,40.2575
806088,3789709.452,481928.3614,40.2566
806089,3789708.462,481928.2189,40.2557
806090,3789707.472,481928.0765,40.2547
806091,3789706.482,481927.9341,40.2538
806092,3789705.492,481927.7916,40.2529
806093,3789704.503,481927.6492,40.252
806094,3789703.513,481927.5068,40.251
806094.1032,3789703.411,481927.4921,40.2509
806095,3789702.523,481927.3642,40.2501
806096,3789701.533,481927.2216,40.2492
806097,3789700.543,481927.079,40.2482
806098,3789699.554,481926.9363,40.2471
