测量里程,中线北坐标X,中线东坐标Y,中线高程H
806099,3789698.564,481926.7937,40.2452
806100,3789697.574,481926.6511,40.2435
806101,3789696.584,481926.5085,40.2418
806102,3789695.594,481926.3663,40.2411
806103,3789694.605,481926.2244,40.2406
806104,3789693.615,481926.0819,40.24
806105,3789692.625,481925.9396,40.2395
806106,3789691.635,481925.7973,40.239
806107,3789690.645,481925.655,40.2382
806108,3789689.656,481925.5127,40.2371
806109,3789688.666,481925.3704,40.2359
806110,3789687.676,481925.2281,40.2348
806111,3789686.686,481925.0858,40.2337
806112,3789685.696,481924.9435,40.2329
806113,3789684.706,481924.8012,40.2322
806114,3789683.717,481924.659,40.2315
806115,3789682.727,481924.5168,40.2308
806116,3789681.737,481924.3745,40.2304
806117,3789680.747,481924.2323,40.23
806118,3789679.757,481924.0901,40.2294
806119,3789678.767,481923.9479,40.2289
806120,3789677.778,481923.8057,40.2283
806121,3789676.788,481923.6635,40.2275
806122,3789675.798,481923.5213,40.2264
806123,3789674.808,481923.3791,40.2253
806124,3789673.818,481923.2374,40.2241
806125,3789672.828,481923.0957,40.223
806126,3789671.838,481922.954,40.2223
806127,3789670.848,481922.8123,40.2216
806128,3789669.858,481922.6706,40.2213
806129,3789668.869,481922.5289,40.2208
806130,3789667.879,481922.3871,40.2203
806131,3789666.889,481922.2454,40.2198
806132,3789665.899,481922.1037,40.2193
806133,3789664.909,481921.9619,40.2188
806134,3789663.919,481921.8202,40.2182
806135,3789662.929,481921.6784,40.2177
806136,3789661.939,481921.5367,40.2171
806137,3789660.949,481921.3949,40.2165
806138,3789659.959,481921.2532,40.2159
806139,3789658.97,481921.1115,40.2153
806140,3789657.98,481920.9697,40.2148
806141,3789656.99,481920.828,40.2142
806142,3789656,481920.6862,40.2136
806143,3789655.01,481920.5445,40.213
806144,3789654.02,481920.4027,40.2124
806145,3789653.03,481920.261,40.2119
806146,3789652.04,481920.1193,40.2113
806147,3789651.05,481919.9775,40.2107
806148,3789650.06,481919.8358,40.2101
806149,3789649.071,481919.694,40.2095
806150,3789648.081,481919.5523,40.209
806151,3789647.091,481919.4105,40.2084
806152,3789646.101,481919.2688,40.2078
806153,3789645.111,481919.127,40.2069
806154,3789644.121,481918.9853,40.2043
806154.0589,3789644.063,481918.977,40.2041
806155,3789643.131,481918.8436,40.201
806156,3789642.141,481918.7018,40.1977
806157,3789641.151,481918.5601,40.1944
806158,3789640.161,481918.4183,40.1911
806159,3789639.171,481918.2767,40.1881
806160,3789638.182,481918.1351,40.1879
806161,3789637.192,481917.9932,40.1871
806162,3789636.202,481917.8507,40.1871
806163,3789635.212,481917.7083,40.1877
806164,3789634.222,481917.5667,40.1871
806165,3789633.232,481917.4245,40.1861
806166,3789632.242,481917.2823,40.1853
806167,3789631.253,481917.1402,40.1843
806168,3789630.263,481916.9982,40.1836
806169,3789629.273,481916.8565,40.183
806170,3789628.283,481916.7147,40.1828
806171,3789627.293,481916.5724,40.1819
806172,3789626.303,481916.4302,40.1813
806173,3789625.313,481916.289,40.1803
806174,3789624.323,481916.1467,40.1794
806175,3789623.334,481916.0047,40.1786
806176,3789622.344,481915.863,40.1779
806177,3789621.354,481915.7211,40.1772
806178,3789620.364,481915.5792,40.1763
806179,3789619.374,481915.4373,40.1754
806180,3789618.384,481915.2952,40.1747
806181,3789617.394,481915.153,40.1739
806182,3789616.404,481915.0109,40.1727
806183,3789615.415,481914.8688,40.1716
806184,3789614.425,481914.7267,40.1706
806185,3789613.435,481914.5846,40.1694
806186,3789612.445,481914.4425,40.1678
806187,3789611.455,481914.3003,40.1663
806188,3789610.465,481914.1589,40.1651
806189,3789609.475,481914.0168,40.164
806190,3789608.486,481913.8752,40.1627
806191,3789607.496,481913.7336,40.1615
806192,3789606.506,481913.592,40.1604
806193,3789605.516,481913.4504,40.1594
806194,3789604.526,481913.3085,40.1584
806195,3789603.536,481913.1666,40.1576
806196,3789602.546,481913.0247,40.1561
806197,3789601.556,481912.8828,40.1548
806198,3789600.566,481912.741,40.1536
806199,3789599.576,481912.5991,40.1524
806200,3789598.587,481912.4572,40.1518
806201,3789597.597,481912.3153,40.1514
806202,3789596.607,481912.1734,40.1506
806203,3789595.617,481912.0316,40.1495
806204,3789594.627,481911.8897,40.1485
806205,3789593.637,481911.7478,40.1474
806206,3789592.647,481911.6058,40.1463
806207,3789591.657,481911.4638,40.1452
806208,3789590.668,481911.3218,40.1443
806209,3789589.678,481911.1798,40.1435
806210,3789588.688,481911.0378,40.1428
806211,3789587.698,481910.8958,40.1422
806212,3789586.708,481910.7538,40.1417
806213,3789585.718,481910.6118,40.1413
806214,3789584.728,481910.4698,40.1395
806214.2606,3789584.47,481910.4328,40.139
806215,3789583.738,481910.3278,40.1377
806216,3789582.749,481910.1858,40.1361
806217,3789581.759,481910.0438,40.1345
806218,3789580.769,481909.9018,40.1329
806219,3789579.779,481909.759,40.1311
806220,3789578.789,481909.616,40.1295
806221,3789577.8,481909.4737,40.128
806222,3789576.81,481909.3318,40.1266
806223,3789575.82,481909.19,40.1253
806224,3789574.83,481909.0481,40.124
806225,3789573.84,481908.9062,40.1229
806226,3789572.85,481908.7642,40.1219
806227,3789571.86,481908.6221,40.121
806228,3789570.87,481908.4801,40.1202
806229,3789569.881,481908.338,40.1194
806230,3789568.891,481908.1959,40.1186
806231,3789567.901,481908.0539,40.118
806232,3789566.911,481907.9118,40.1166
806233,3789565.921,481907.7697,40.1146
806234,3789564.931,481907.6277,40.1129
806235,3789563.941,481907.4856,40.112
806236,3789562.952,481907.3436,40.1112
806237,3789561.962,481907.2016,40.1105
806238,3789560.972,481907.0595,40.1096
806239,3789559.982,481906.9175,40.1073
806240,3789558.992,481906.7754,40.1046
806241,3789558.002,481906.6334,40.102
806242,3789557.012,481906.4913,40.0995
806243,3789556.023,481906.3493,40.0971
806244,3789555.033,481906.2073,40.0948
806245,3789554.043,481906.0652,40.0926
806246,3789553.053,481905.9232,40.0905
806247,3789552.063,481905.7811,40.0885
806248,3789551.073,481905.6391,40.0866
806249,3789550.083,481905.4971,40.0847
806250,3789549.094,481905.355,40.083
806251,3789548.104,481905.213,40.0814
806252,3789547.114,481905.0709,40.0792
806253,3789546.124,481904.9289,40.0767
806254,3789545.134,481904.7868,40.0741
806255,3789544.144,481904.6448,40.0714
806256,3789543.154,481904.5031,40.0688
806257,3789542.164,481904.3622,40.0664
806258,3789541.174,481904.2208,40.0641
806259,3789540.184,481904.0789,40.0625
806260,3789539.195,481903.9371,40.0607
806261,3789538.205,481903.7953,40.0584
806262,3789537.215,481903.6535,40.0563
806263,3789536.225,481903.5116,40.0542
806264,3789535.235,481903.3698,40.0523
806265,3789534.245,481903.228,40.0503
806266,3789533.255,481903.0861,40.0484
806267,3789532.265,481902.944,40.0464
806268,3789531.276,481902.8017,40.0445
806269,3789530.286,481902.6594,40.0425
806270,3789529.296,481902.5171,40.0403
806271,3789528.306,481902.3748,40.038
806272,3789527.316,481902.2325,40.0353
806273,3789526.326,481902.0902,40.0323
806274,3789525.337,481901.9479,40.0293
806275,3789524.347,481901.8056,40.0262
806276,3789523.357,481901.6633,40.0232
806277,3789522.367,481901.521,40.0201
806278,3789521.377,481901.3787,40.0171
806279,3789520.387,481901.2364,40.014
806279.063,3789520.325,481901.2274,40.0139
806280,3789519.398,481901.0941,40.011
806281,3789518.408,481900.9518,40.0075
806282,3789517.418,481900.8095,40.0039
806283,3789516.428,481900.6672,40.0002
806284,3789515.438,481900.5249,39.9966
806285,3789514.449,481900.3825,39.993
806286,3789513.459,481900.2403,39.9893
806287,3789512.469,481900.098,39.9857
806288,3789511.479,481899.9561,39.982
806289,3789510.489,481899.8144,39.9784
806290,3789509.499,481899.6727,39.9748
806291,3789508.509,481899.5309,39.9711
806292,3789507.519,481899.3888,39.968
806293,3789506.53,481899.2464,39.9648
806294,3789505.54,481899.1042,39.9614
806295,3789504.55,481898.9623,39.9581
806296,3789503.56,481898.8203,39.9547
806297,3789502.57,481898.6788,39.9513
806298,3789501.58,481898.5373,39.9479
806299,3789500.59,481898.3948,39.9445
806300,3789499.601,481898.2524,39.941
806301,3789498.611,481898.1097,39.9374
806302,3789497.621,481897.9669,39.9337
806303,3789496.631,481897.8248,39.93
806304,3789495.641,481897.6827,39.9262
806305,3789494.652,481897.5406,39.9225
806306,3789493.662,481897.3985,39.9188
806307,3789492.672,481897.2567,39.9151
806308,3789491.682,481897.1147,39.9113
806309,3789490.692,481896.9728,39.9076
806310,3789489.702,481896.8309,39.9039
806311,3789488.712,481896.6891,39.9002
806312,3789487.722,481896.5473,39.8965
806313,3789486.732,481896.4055,39.8928
806314,3789485.742,481896.2642,39.8902
806315,3789484.753,481896.1221,39.8864
806316,3789483.763,481895.9799,39.8825
806317,3789482.773,481895.8374,39.8786
806318,3789481.783,481895.6949,39.8747
806319,3789480.793,481895.5528,39.8708
806320,3789479.803,481895.4108,39.8669
806321,3789478.814,481895.2694,39.8626
806322,3789477.824,481895.128,39.8587
806323,3789476.834,481894.9859,39.8547
806324,3789475.844,481894.8435,39.8508
806325,3789474.854,481894.701,39.8469
806326,3789473.864,481894.5593,39.8429
806327,3789472.874,481894.4178,39.839
806328,3789471.884,481894.2758,39.8351
806329,3789470.895,481894.1338,39.8312
806330,3789469.905,481893.9921,39.8272
806331,3789468.915,481893.8504,39.8233
806332,3789467.925,481893.7094,39.8194
806333,3789466.935,481893.5682,39.8152
806334,3789465.945,481893.4266,39.8115
806335,3789464.955,481893.2844,39.8081
806336,3789463.965,481893.1422,39.8049
806337,3789462.975,481893.0001,39.8016
806338,3789461.985,481892.8579,39.7984
806339,3789460.996,481892.7158,39.7939
806340,3789460.006,481892.5736,39.7893
806341,3789459.016,481892.4315,39.7849
806342,3789458.026,481892.2891,39.781
806342.2883,3789457.741,481892.248,39.7799
806343,3789457.036,481892.1465,39.7772
806344,3789456.047,481892.0039,39.7733
806345,3789455.057,481891.8618,39.7695
806346,3789454.067,481891.7198,39.7657
806347,3789453.077,481891.5777,39.7618
806348,3789452.087,481891.4357,39.758
806349,3789451.097,481891.2937,39.7538
806350,3789450.107,481891.1516,39.7492
806351,3789449.117,481891.0096,39.7447
806352,3789448.128,481890.8675,39.7407
806353,3789447.138,481890.7255,39.7369
806354,3789446.148,481890.5835,39.733
806355,3789445.158,481890.4414,39.7285
806356,3789444.168,481890.2994,39.724
806357,3789443.178,481890.1573,39.7198
806358,3789442.188,481890.0152,39.7156
806359,3789441.199,481889.8726,39.7117
806360,3789440.209,481889.73,39.7075
806361,3789439.219,481889.588,39.7031
806362,3789438.229,481889.4461,39.6988
806363,3789437.239,481889.304,39.6944
806364,3789436.25,481889.1612,39.69
806365,3789435.26,481889.0182,39.6859
806366,3789434.27,481888.8756,39.6825
806367,3789433.28,481888.733,39.6793
806368,3789432.29,481888.5908,39.6761
806369,3789431.301,481888.4492,39.6726
806370,3789430.311,481888.3076,39.6685
806371,3789429.321,481888.1659,39.6641
806372,3789428.331,481888.0243,39.6596
806373,3789427.341,481887.8827,39.6553
806374,3789426.351,481887.741,39.651
806375,3789425.361,481887.5994,39.6467
806376,3789424.371,481887.4577,39.6423
806377,3789423.381,481887.3161,39.638
806378,3789422.391,481887.174,39.6343
806379,3789421.402,481887.0317,39.6315
806380,3789420.412,481886.8895,39.6287
806381,3789419.422,481886.7472,39.6236
806382,3789418.432,481886.6049,39.6185
806383,3789417.442,481886.4627,39.6135
806384,3789416.452,481886.3204,39.6084
806385,3789415.463,481886.1781,39.6036
806386,3789414.473,481886.0359,39.5994
806387,3789413.483,481885.8936,39.5951
806388,3789412.493,481885.7516,39.5908
806389,3789411.503,481885.6095,39.5865
806390,3789410.513,481885.4675,39.5823
806391,3789409.523,481885.3255,39.578
806392,3789408.534,481885.1835,39.5737
806393,3789407.544,481885.0415,39.5694
806394,3789406.554,481884.8995,39.5651
806395,3789405.564,481884.7575,39.5609
806396,3789404.574,481884.6154,39.5566
806397,3789403.584,481884.4734,39.5523
806398,3789402.594,481884.3314,39.548
806399,3789401.604,481884.1894,39.5438
806400,3789400.615,481884.0473,39.5395
806401,3789399.625,481883.9053,39.5352
806402,3789398.635,481883.7632,39.5309
806403,3789397.645,481883.6211,39.5267
806404,3789396.655,481883.4791,39.5224
806405,3789395.665,481883.3368,39.5181
806406,3789394.676,481883.1944,39.5138
806407,3789393.686,481883.0521,39.5095
806407.1402,3789393.547,481883.0323,39.5089
806408,3789392.696,481882.9105,39.5053
806409,3789391.706,481882.7687,39.501
806410,3789390.716,481882.626,39.4968
806411,3789389.726,481882.4833,39.4927
806412,3789388.737,481882.3411,39.4885
806413,3789387.747,481882.199,39.4844
806414,3789386.757,481882.0568,39.4803
806415,3789385.767,481881.9147,39.4761
806416,3789384.777,481881.7725,39.472
806417,3789383.787,481881.6304,39.4678
806418,3789382.797,481881.4882,39.4637
806419,3789381.808,481881.3461,39.4596
806420,3789380.818,481881.2039,39.4554
806421,3789379.828,481881.0617,39.4511
806422,3789378.838,481880.9196,39.4465
806423,3789377.848,481880.7774,39.4417
806424,3789376.858,481880.6353,39.437
806425,3789375.869,481880.4931,39.4322
806426,3789374.879,481880.351,39.4275
806427,3789373.889,481880.209,39.4227
806428,3789372.899,481880.0674,39.418
806429,3789371.909,481879.9258,39.4133
806430,3789370.919,481879.7836,39.4085
806431,3789369.929,481879.6411,39.4038
806432,3789368.94,481879.4986,39.3994
806433,3789367.95,481879.3562,39.3953
806434,3789366.96,481879.2137,39.3911
806435,3789365.97,481879.0712,39.3869
806436,3789364.98,481878.9288,39.3828
806437,3789363.991,481878.7863,39.3786
806438,3789363.001,481878.6439,39.3744
806439,3789362.011,481878.502,39.3703
806440,3789361.021,481878.3605,39.3661
806441,3789360.031,481878.219,39.362
806442,3789359.041,481878.0776,39.3578
806443,3789358.051,481877.9361,39.3536
806444,3789357.061,481877.7946,39.3495
806445,3789356.071,481877.6531,39.3453
806446,3789355.081,481877.5117,39.3411
806447,3789354.091,481877.3701,39.337
806448,3789353.101,481877.2287,39.3329
806449,3789352.111,481877.0872,39.3287
806450,3789351.122,481876.9454,39.3248
806451,3789350.132,481876.8033,39.3215
806452,3789349.142,481876.6611,39.3182
806453,3789348.152,481876.5182,39.3139
806454,3789347.162,481876.3759,39.3098
806454.2371,3789346.928,481876.3423,39.3089
806455,3789346.172,481876.2339,39.3059
806456,3789345.183,481876.0919,39.3018
806457,3789344.193,481875.9499,39.2978
806458,3789343.203,481875.8077,39.2937
806459,3789342.213,481875.6655,39.2898
806460,3789341.223,481875.5238,39.286
806461,3789340.233,481875.3821,39.282
806462,3789339.243,481875.24,39.278
806463,3789338.254,481875.0976,39.2741
806464,3789337.264,481874.9558,39.2701
806465,3789336.274,481874.8134,39.2661
806466,3789335.284,481874.6712,39.2622
806467,3789334.294,481874.5289,39.2582
806468,3789333.304,481874.3868,39.2542
806469,3789332.314,481874.2448,39.2503
806470,3789331.325,481874.1027,39.2461
806471,3789330.335,481873.9608,39.2421
806472,3789329.345,481873.8189,39.238
806473,3789328.355,481873.6767,39.234
806474,3789327.365,481873.5345,39.2299
806475,3789326.375,481873.3922,39.2259
806476,3789325.386,481873.2502,39.2218
806477,3789324.396,481873.1082,39.2178
806478,3789323.406,481872.966,39.2136
806479,3789322.416,481872.8238,39.2092
806480,3789321.426,481872.6817,39.2056
806481,3789320.436,481872.5396,39.2021
806482,3789319.446,481872.3974,39.1982
806483,3789318.457,481872.2553,39.1938
806484,3789317.467,481872.1132,39.189
806485,3789316.477,481871.9711,39.1847
806486,3789315.487,481871.829,39.1803
806487,3789314.497,481871.6866,39.176
806488,3789313.507,481871.545,39.1715
806489,3789312.517,481871.4037,39.1669
806490,3789311.527,481871.2623,39.1624
806491,3789310.537,481871.1204,39.1584
806492,3789309.548,481870.9782,39.154
806493,3789308.558,481870.8359,39.1502
806494,3789307.568,481870.6937,39.1461
806495,3789306.578,481870.5516,39.1416
806496,3789305.588,481870.4095,39.1373
806497,3789304.598,481870.2675,39.1333
806498,3789303.609,481870.1254,39.1293
806499,3789302.619,481869.983,39.1243
806500,3789301.629,481869.8404,39.1192
806501,3789300.639,481869.6985,39.1143
806502,3789299.649,481869.5567,39.1098
806503,3789298.659,481869.4148,39.1057
806504,3789297.669,481869.2729,39.1017
806505,3789296.68,481869.1311,39.0972
806506,3789295.69,481868.9892,39.0931
806507,3789294.7,481868.8474,39.0888
806508,3789293.71,481868.7053,39.0845
806509,3789292.72,481868.5627,39.0802
806510,3789291.73,481868.4202,39.0759
806511,3789290.741,481868.2776,39.0715
806512,3789289.751,481868.1351,39.0674
806513,3789288.761,481867.9926,39.0632
806514,3789287.771,481867.8504,39.0589
806515,3789286.781,481867.7078,39.0542
806516,3789285.792,481867.5652,39.0496
806517,3789284.802,481867.4227,39.0452
806518,3789283.812,481867.2802,39.0409
806519,3789282.822,481867.1377,39.0367
806520,3789281.832,481866.995,39.0324
806521,3789280.843,481866.8519,39.028
806522,3789279.853,481866.7094,39.0236
806523,3789278.863,481866.5678,39.0192
806524,3789277.873,481866.4259,39.0147
806525,3789276.883,481866.2844,39.0103
806526,3789275.893,481866.1427,39.0059
806527,3789274.903,481866.0006,39.0012
806528,3789273.914,481865.8585,38.9965
806529,3789272.924,481865.7164,38.9918
806530,3789271.934,481865.5743,38.9871
806531,3789270.944,481865.4318,38.9825
806532,3789269.954,481865.2894,38.9779
806533,3789268.964,481865.147,38.9732
806534,3789267.975,481865.0046,38.9686
806535,3789266.985,481864.8623,38.964
806536,3789265.995,481864.7204,38.9593
806537,3789265.005,481864.5779,38.9547
806538,3789264.015,481864.4355,38.95
806539,3789263.025,481864.2933,38.9454
806540,3789262.036,481864.1517,38.9408
806541,3789261.046,481864.0095,38.9361
806542,3789260.056,481863.8672,38.9315
806543,3789259.066,481863.725,38.9269
806544,3789258.076,481863.5828,38.9224
806545,3789257.086,481863.4406,38.9174
806546,3789256.097,481863.2984,38.9122
806547,3789255.107,481863.1563,38.907
806548,3789254.117,481863.0142,38.9018
806548.8799,3789253.246,481862.8892,38.8972
806549,3789253.127,481862.8721,38.8966
806550,3789252.137,481862.73,38.8913
806551,3789251.147,481862.5879,38.8863
806552,3789250.158,481862.4453,38.8819
806553,3789249.168,481862.3026,38.8776
806554,3789248.178,481862.1603,38.8733
806555,3789247.188,481862.0181,38.8688
806556,3789246.198,481861.8759,38.864
806557,3789245.208,481861.7338,38.8591
806558,3789244.219,481861.5915,38.8542
806559,3789243.229,481861.4491,38.8493
806560,3789242.239,481861.3066,38.8445
806561,3789241.249,481861.1641,38.8396
806562,3789240.259,481861.0216,38.8347
806563,3789239.27,481860.879,38.8299
806564,3789238.28,481860.7365,38.825
806565,3789237.29,481860.5941,38.8203
806566,3789236.3,481860.4516,38.8155
806567,3789235.31,481860.3092,38.8108
806568,3789234.321,481860.1668,38.806
806569,3789233.331,481860.0243,38.8013
806570,3789232.341,481859.8819,38.7965
806571,3789231.351,481859.7394,38.7918
806572,3789230.361,481859.597,38.787
806573,3789229.372,481859.4546,38.7823
806574,3789228.382,481859.3121,38.7775
806575,3789227.392,481859.1697,38.7728
806576,3789226.402,481859.0273,38.7681
806577,3789225.412,481858.8848,38.7633
806578,3789224.423,481858.7424,38.7586
806579,3789223.433,481858.6,38.7539
806580,3789222.443,481858.4575,38.7493
806581,3789221.453,481858.3151,38.7448
806582,3789220.463,481858.1727,38.7404
806583,3789219.474,481858.0302,38.7361
806584,3789218.484,481857.8878,38.7319
806585,3789217.494,481857.7454,38.7278
806586,3789216.504,481857.6029,38.7238
806587,3789215.514,481857.4605,38.7199
806588,3789214.524,481857.3181,38.7161
806589,3789213.535,481857.1756,38.7124
806590,3789212.545,481857.0332,38.7086
806591,3789211.555,481856.8907,38.7048
806592,3789210.565,481856.7483,38.7004
806593,3789209.575,481856.6059,38.6959
806594,3789208.586,481856.4634,38.6912
806595,3789207.596,481856.321,38.6864
806596,3789206.606,481856.1786,38.6818
806597,3789205.616,481856.0364,38.6773
806597.176,3789205.442,481856.0114,38.6765
806598,3789204.626,481855.8947,38.673
806599,3789203.636,481855.7528,38.6688
806600,3789202.647,481855.6109,38.6647
806601,3789201.657,481855.4691,38.6607
806602,3789200.667,481855.3272,38.6568
806603,3789199.677,481855.1853,38.6529
806604,3789198.687,481855.0434,38.6492
806605,3789197.697,481854.9015,38.6456
806606,3789196.707,481854.7597,38.6422
806607,3789195.717,481854.6178,38.6388
806608,3789194.727,481854.4759,38.6351
806609,3789193.738,481854.334,38.6312
806610,3789192.748,481854.1921,38.6271
806611,3789191.758,481854.0503,38.623
806612,3789190.768,481853.9079,38.6189
806613,3789189.778,481853.7656,38.6144
806614,3789188.788,481853.6233,38.6099
806615,3789187.799,481853.481,38.6055
806616,3789186.809,481853.3386,38.6015
806617,3789185.819,481853.1963,38.5979
806618,3789184.829,481853.054,38.5943
806619,3789183.839,481852.9116,38.5912
806620,3789182.849,481852.7693,38.5882
806621,3789181.86,481852.627,38.5853
806622,3789180.87,481852.4847,38.5825
806623,3789179.88,481852.3423,38.5798
806624,3789178.89,481852.2,38.5771
806625,3789177.9,481852.0577,38.5746
806626,3789176.911,481851.9154,38.5719
806627,3789175.921,481851.773,38.5685
806628,3789174.931,481851.6307,38.5641
806629,3789173.941,481851.4884,38.5598
806630,3789172.951,481851.346,38.5538
806631,3789171.961,481851.2037,38.551
806632,3789170.972,481851.0614,38.5499
806633,3789169.982,481850.9191,38.549
806634,3789168.992,481850.777,38.5471
806635,3789168.002,481850.6346,38.5434
806636,3789167.012,481850.4924,38.5398
806637,3789166.022,481850.3511,38.5363
806638,3789165.032,481850.209,38.533
806639,3789164.043,481850.0666,38.5297
806640,3789163.053,481849.9241,38.5268
806641,3789162.063,481849.782,38.5241
806642,3789161.073,481849.6402,38.5217
806643,3789160.083,481849.4979,38.5194
806644,3789159.093,481849.3558,38.5166
806645,3789158.104,481849.2135,38.5139
806646,3789157.114,481849.0709,38.5107
806647,3789156.124,481848.9283,38.5075
806648,3789155.134,481848.7866,38.5045
806649,3789154.144,481848.6443,38.5016
806650,3789153.155,481848.5018,38.4987
806651,3789152.165,481848.3595,38.4959
806652,3789151.175,481848.2175,38.4932
806653,3789150.185,481848.0755,38.4905
806654,3789149.195,481847.9331,38.4879
806655,3789148.205,481847.7906,38.4852
806656,3789147.216,481847.6481,38.4825
806657,3789146.226,481847.5056,38.4798
806658,3789145.236,481847.3633,38.4768
806659,3789144.246,481847.221,38.4739
806660,3789143.256,481847.0787,38.4713
806661,3789142.267,481846.9361,38.4687
806662,3789141.277,481846.794,38.4661
806662.2167,3789141.062,481846.7632,38.4655
806663,3789140.287,481846.6519,38.4635
806664,3789139.297,481846.5098,38.4609
806665,3789138.307,481846.3679,38.4583
806666,3789137.317,481846.2257,38.4561
806667,3789136.327,481846.084,38.4543
806668,3789135.337,481845.9426,38.4525
806669,3789134.347,481845.8007,38.4507
806670,3789133.358,481845.6583,38.4489
806671,3789132.368,481845.5156,38.4472
806672,3789131.378,481845.3731,38.4456
806673,3789130.388,481845.2306,38.4442
806674,3789129.399,481845.0883,38.4431
806675,3789128.409,481844.9459,38.4421
806676,3789127.419,481844.8036,38.4411
806677,3789126.429,481844.6616,38.4401
806678,3789125.439,481844.5192,38.439
806679,3789124.449,481844.3763,38.4379
806680,3789123.46,481844.2338,38.4367
806681,3789122.47,481844.0915,38.4363
806682,3789121.48,481843.9491,38.4359
806683,3789120.49,481843.8068,38.4355
806684,3789119.5,481843.6644,38.4356
806685,3789118.511,481843.5221,38.4352
806686,3789117.521,481843.3794,38.4346
806687,3789116.531,481843.2367,38.434
806688,3789115.541,481843.094,38.4335
806689,3789114.552,481842.9513,38.4329
806690,3789113.562,481842.8091,38.4323
806691,3789112.572,481842.6669,38.4319
806692,3789111.582,481842.5245,38.4314
806693,3789110.592,481842.3818,38.4309
806694,3789109.602,481842.239,38.4305
806695,3789108.613,481842.0963,38.4299
806696,3789107.623,481841.9537,38.429
806697,3789106.633,481841.8111,38.4281
806698,3789105.643,481841.6683,38.4275
806699,3789104.654,481841.5253,38.4276
806700,3789103.664,481841.3826,38.4277
